PN,SN,Equipment,Material Description,ATA,Contract,Order/PO,Supplier,D8 Removal Notification,D8 Removal Date,D8 Code,U/S TER,Mn.wk.ctr,Profit Ctr,A/C,Fleet,Operator,Orig Order,Orig Order Type,Orig Desc,Notif Orig,Notif Orig Type,Desc.,Doc Type,Document,DPt,Vr,Document Description,"TSN
(FH)","TSI
(FH)","SHRTRNR
TSI","CSN
(Cyc)","CSI
(Cyc)","SHRTRNR
CSI",TSC (FH),"SHRTRNR
TSC","CSC
(Cyc)",Order2,Order Type,Description,Po No,Batch Out,PO in After Out,Vendor in after out,W4 in After Out,Notif Shop,Notif Shop Type,Repair Station,PO Cost,Remark,Exclude,Vendor,PN,SN,Reason of Removal,Category Finding,Shop Finding,User Status,Total Cost Actual
64300-200,1719-GA152,30025817,AIRMAN 750 HEADSET/760 HEADPHONE,23,,,,16574277,43663,FO,F,CGK3T3ZZ,GMFTL,PK-GNG,B737-800,Garuda,TNG160784F1,GATL,AIRMAN 750 HEADSET/760 HEADPHONE,,,,,,,,,,,,,,,,,,512070579,GA05,TEST/REPAIR OF 23-50-06 HEADSET,512070579,,,,,16586329,W1,,,"47,50",Exclude,WSAV,64300-200,1719-GA152,BOOM H/S BROKEN,,RECEIVER CABLE (RED-J5)BROKEN AND MISSING FOAM EAR CUSHION.,RRC,161.55
64300-200,17290461,30017087,AIRMAN 750 HEADSET/760 HEADPHONE,23,,460005343,26647      WENCOR WEST INC,16574799,43663,FO,F,CGK3T3ZZ,GMFTL,PK-GMC,B737-800,Garuda,TMC160798F2,GATL,AIRMAN 750 HEADSET/760 HEADPHONE,,,,,,,,,,,,,,,,,,512070600,GA05,,512070600,,,,,,,,,47,Exclude,WSAV,64300-200,17290461,BOOM HEAD SET BROKEN,,,,54
64300-200,1729445,30025871,AIRMAN 750 HEADSET/760 HEADPHONE,23,,,,16590908,43667,FO,F,CGK3T3ZZ,GMFTL,PK-GML,B737-800,Garuda,TML210708F1,GATL,AIRMAN 750 HEADSET/760 HEADPHONE,,,,,,,,,,,,,,,,,,512070909,GA05,TEST/REPAIR OF 23-50-06 HEADSET,512070909,,,,,16597767,W1,,,"47,50",Exclude,WSAV,64300-200,1729445,H/S OT CAPT SIDE WEAK,,SOUND WEAK AND FOAM EAR CUSHION MISSING.,ODF,105.39
64300-200,17290421,30016964,AIRMAN 750 HEADSET/760 HEADPHONE,23,,460005343,26647      WENCOR WEST INC,16590951,43667,FO,F,CGK3T3ZZ,GMFTL,PK-GMP,B737-800,Garuda,TMP210753F1,GATL,AIRMAN 750 HEADSET/760 HEADPHONE,,,,,,,,,,,,,,,,,,512070910,GA05,TEST/REPAIR OF 23-50-06 HEADSET,512070910,,,,,16597763,W1,,,"47,50",Exclude,WSAV,64300-200,17290421,BOOM H/S D/T BROKEN,,SOUND WEAK AND FOAM EAR CUSHION MISSING.,ODF,94.59
64300-200,1341804,30013701,AIRMAN 750 HEADSET/760 HEADPHONE,23,,512038321,WSAV,16593086,43668,FO,F,CGK3T3ZZ,GMFTL,PK-GMQ,B737-800,Garuda,TMQ190776F2,GATL,AIRMAN 750 HEADSET/760 HEADPHONE,,,,,,,,,,,,,,,,,,512071137,GA05,TEST/REPAIR OF 23-50-06 HEADSET,512071137,,,,,16603468,W1,,,"47,50",Exclude,WSAV,64300-200,1341804,BROKEN,,TX CABLE J11 (RED) WAS BROKEN AND SPEAKER HOUSING LOOSE,RRC,160.07
64300-200,1512-GA154,30025877,AIRMAN 750 HEADSET/760 HEADPHONE,23,,,,16595112,43668,FO,F,CGK3T3ZZ,GMFTL,PK-GIH,B777-300,Garuda,TIH210790F2,GATL,"FOUND BOOM HEADSET POSITION SECOND OBS 1 EA FOAM MISSING Action Taken:- P/N: 64300-200:28856 S/N IN: 1715-GA149 S/N OUT: 1512 REPLACED BOOM HEADSET POSITION SECOND OBS REF IPC 23-50-00-12 REV 86 MAY 5,2019 OPC GOOD",,,,,,,,,,,,,,,,,,512071144,GA05,TEST/REPAIR OF 23-50-06 HEADSET,512071144,,,,,16622374,W1,,,"47,50",Exclude,WSAV,64300-200,1512-GA154,FOUND BOOM HEADSET POSITION SECOND OBS 1 EA FOAM MISSING,,TX CABLE BROKEN AND FOAM EAR CUSHION MISSING,RRC,116.87
64300-200,0836-GA155,30025882,AIRMAN 750 HEADSET/760 HEADPHONE,23,,,,16596336,43669,FO,F,UPG1T1ZZ,GMFUPG,PK-CLL,B737-500,Sriwijaya,ZLL200724F1,GATL,MAINTENANCE,ZLL200724F1,D2,MAINTENANCE,,,,,,181.13,181.13,,144,144,,,,,512071481,GA05,,512071481,,,,,,,,,47,Exclude,WSAV,64300-200,0836-GA155,BROKEN,,,,43.2
64300-200,1301-GA104,30017145,AIRMAN 750 HEADSET/760 HEADPHONE,23,,512015970,WSAV,16600817,43669,DA,F,UPG1T1ZZ,GMFUPG,PK-GRF,CRJ1000,Garuda,TRF230784F1,GATL,"MAINTENANCE, DURING DAILY CHECK FOUND EA",TRF230784F1,D2,"MAINTENANCE, DURING DAILY CHECK FOUND EA",,,,,,,,,,,,,,,512071009,GA05,TEST/REPAIR OF 23-50-06 HEADSET,512071009,,,,,16618371,W1,,,"47,50",Exclude,WSAV,64300-200,1301-GA104,BROKEN,,RX CABLE BROKEN AND FOAM EAR CUSHION MISSING.,RRC,108.23
64300-200,1432514,30014143,AIRMAN 750 HEADSET/760 HEADPHONE,23,,512048419,WSAV,16601471,43670,FO,F,GAH210ZZ,GMFTL,PK-GFO,B737-800,Garuda,803089800,GA02,CAPTAIN BOOM HEADSET BROKEN,,,,,,,,,,,,,,,,,,512071418,GA05,TEST/REPAIR OF 23-50-06 HEADSET,512071418,,,,,16618124,W1,,,"47,50",Exclude,WSAV,64300-200,1432514,CAPTAIN BOOM HEADSET BROKEN,,RX CABLE BROKEN AND FOAM EAR CUSHION MISSING.,RRC,93.11
64300-200,GA384,30013694,AIRMAN 750 HEADSET/760 HEADPHONE,23,,512025166,WSAV,16601805,43670,FO,F,CGK3T3ZZ,GMFTL,PK-GMU,B737-800,Garuda,TMU240700F2,GATL,AIRMAN 750 HEADSET/760 HEADPHONE,,,,,,,,,,,,,,,,,,512071397,GA05,,512071397,,,,,,,,,47,Exclude,WSAV,64300-200,GA384,BROKEN,,,,54
64300-200,1444-SJY04,60000632,AIRMAN 750 HEADSET/760 HEADPHONE,23,,6015930,1000,16601808,43670,FO,F,CGK2T2ZZ,GMFTLB,PK-CLT,B737-800,Sriwijaya,802956889,GA02,PK-CLT SIMULASI,,,,,,,,,,,,,,,,,,512071012,GA05,,512071012,,,,,,,,,47,Exclude,WSAV,64300-200,1444-SJY04,HEADSET BROKEN,,,,54
64300-200,1617111,30014406,AIRMAN 750 HEADSET/760 HEADPHONE,23,,512061550,WSAV,16602077,43670,FO,F,CGK2T2ZZ,GMFTLB,PK-CLK,B737-500,Sriwijaya,803085532,GA02,REPLACE ELECTRONIC FLIGHT INSTRUMENT CONTROL DUE TO BRIGHTEN SELECTED INNER INOP,,,,,,,,,178.12,178.12,,149,149,,,,,512071419,GA05,TEST/REPAIR OF 23-50-06 HEADSET,512071419,,,,,16626034,W1,,,"47,50",Exclude,WSAV,64300-200,1617111,HEADSET BROKEN,,TRANSMITTER CABLE (J11) BROKEN AND FOAM EAR CUSHION MISSING.,ODF,149.27
64300-200,QC1113-76,30025905,AIRMAN 750 HEADSET/760 HEADPHONE,23,,,,16602191,43670,DA,F,CGK2T2ZZ,GMFTF,PK-CMI,B737-800,Sriwijaya,802793974,GA02,PSE INSTALL STICKER GARUDA,15866851,D7,PSE INSTALL STICKER GARUDA,,,,,,,,,,,,,,,512071480,GA05,,512071480,,,,,,,,,47,Exclude,WSAV,64300-200,QC1113-76,AIRMAN 750 HEADSET BROKEN,,,,43.2
64300-200,1647833,30015073,AIRMAN 750 HEADSET/760 HEADPHONE,23,,512063916,WSAV,16603569,43670,FO,F,CGK3T3ZZ,GMFTL,PK-GFQ,B737-800,Garuda,TFQ240786F1,GATL,AIRMAN 750 HEADSET/760 HEADPHONE,,,,,,,,,,,,,,,,,,512071482,GA05,TEST/REPAIR OF 23-50-06 HEADSET,512071482,,,,,16618240,W1,,,"47,50",Exclude,WSAV,64300-200,1647833,BROKEN,,SOUND WEAK AND FOAM EAR CUSHION MISSING.,RRC,80.15
64300-200,1626C,30025910,AIRMAN 750 HEADSET/760 HEADPHONE,23,,,,16603593,43670,FO,F,UPG1T1ZZ,GMFUPG,PK-CRI,B737-800,Sriwijaya,ZRI230738F1,GATL,FO HEADSET U/S,ZRI230738F1,D2,FO HEADSET U/S,,,,,,189.36,189.36,,160,160,,,,,512071702,GA05,TEST/REPAIR OF 23-50-06 HEADSET,512071702,,,,,16626078,W1,,,"47,50",Exclude,WSAV,64300-200,1626C,BROKEN,,TX CABLE BROKEN AND FOAM EAR CUSHION MISSING.,ODF,116.87
64300-200,17160950,30017045,AIRMAN 750 HEADSET/760 HEADPHONE,23,,460005343,26647      WENCOR WEST INC,16603659,43670,FO,F,CGK3T3ZZ,GMFTL,PK-GFT,B737-800,Garuda,TFT240711F1,GATL,AIRMAN 750 HEADSET/760 HEADPHONE,,,,,,,,,,,,,,,,,,512071483,GA05,TEST/REPAIR OF 23-50-06 HEADSET,512071483,,,,,16618323,W1,,,"47,50",Exclude,WSAV,64300-200,17160950,H/S BROKEN,,CONNECTOR BAD CONTACT AND FOAM EAR CUSHION MISSING.,RRC,93.11
64300-200,1431-291,30012970,AIRMAN 750 HEADSET/760 HEADPHONE,23,,512018029,WSAV,16604731,43670,FO,F,GAH407ZZ,GMFTBN,PK-NAJ,B737-500,NAM,803066141,GA01,[ADD] DAILY INSPECTION,,,,,,,,,2993.29,2993.29,,3018,3018,,,,,512071010,GA05,TEST/REPAIR OF 23-50-06 HEADSET,512071010,,,,,16625920,W1,,,"47,50",Exclude,WSAV,64300-200,1431-291,SENT TO SHOP FOR BAD RECIVED,NO FAULT FOUND,NO FAULT FOUND.,NFF,68.39
64300-200,17290551,30017106,AIRMAN 750 HEADSET/760 HEADPHONE,23,,512035759,WSAV,16604821,43670,FO,F,GAH407ZZ,GMFTBN,PK-NAJ,B737-500,NAM,803066141,GA01,[ADD] DAILY INSPECTION,,,,,,,,,1855.29,1855.29,,1988,1988,,,,,512071011,GA05,TEST/REPAIR OF 23-50-06 HEADSET,512071011,,,,,16621359,W1,,,"47,50",Exclude,WSAV,64300-200,17290551,SENT TO SHOP FOR BAD RECEIVED,,GROUND CABLE BROKEN AND FOAM EAR CUSHION MISSING,RRC,160.07
64300-200,1647-GA156,30025917,AIRMAN 750 HEADSET/760 HEADPHONE,23,,,,16607267,43671,FO,F,CGK3T3ZZ,GMFTL,PK-GNV,B737-800,Garuda,TNV240769F2,GATL,AIRMAN 750 HEADSET/760 HEADPHONE,,,,,,,,,,,,,,,,,,512071603,GA05,,512071603,,,,,,,,,47,Exclude,WSAV,64300-200,1647-GA156,HEADSET RH SIDE BROKEN,,,,43.2
64300-200,1429833,30013314,AIRMAN 750 HEADSET/760 HEADPHONE,23,,512052968,WSAV,16609120,43671,FO,F,GAH407ZZ,GMFTBN,PK-CMT,B737-800,Sriwijaya,802952642,GA02,FINDING AFTER TEST FLIGHT: #1 COCKPIT HOT TEMP >40C #2 L/H PACK LIGHT ILL #3 SMELL BURN DURING OPEN POWER,16233435,D1,"FINDING AFTER TEST FLIGHT:,,- COCKPIT HO",,,,,,595.09,591.72,,323,320,,,,,512071701,GA05,TEST/REPAIR OF 23-50-06 HEADSET,512071701,,,,,16626126,W1,,,"47,50",Exclude,WSAV,64300-200,1429833,DUE TO BAD TRANSMITTE AND RECEIVE,,RX CABLE BROKEN AND FOAM EAR CUSHION MISSING.,ODF,116.87
64300-200,1719731,30020884,AIRMAN 750 HEADSET/760 HEADPHONE,23,,512053764,WSAV,16610291,43672,FO,F,CGK3T3ZZ,GMFTL,PK-GNO,B737-800,Garuda,TNO260787F1,GATL,AIRMAN 750 HEADSET/760 HEADPHONE,,,,,,,,,,,,,,,,,,512071018,GA05,TEST/REPAIR OF 23-50-06 HEADSET,512071018,,,,,16618187,W1,,,"47,50",Exclude,WSAV,64300-200,1719731,BROKEN,,SPEAKER HOUSING LOOSEN AND FOAM EAR CUSHION MISSING.,RRC,93.11
64300-200,1750444,12417751,AIRMAN 750 HEADSET/760 HEADPHONE,23,,,,16614713,43673,FO,F,CGK2T2ZZ,GMFTLB,PK-CMJ,B737-800,Sriwijaya,TMJ270711G1,GATL,,,,,,,,,,,,,,,,,,,512071722,GA05,TEST/REPAIR OF 23-50-06 HEADSET,512071722,,,,,16626205,W1,,,"47,50",Exclude,WSAV,64300-200,1750444,DUE TO CAN'T RECEIVE TRANSMITTE,,GROUND CABLE BROKEN AND FOAM EAR CUSHION MISSING.,ODF,116.87
64300-200,1432504,30016889,AIRMAN 750 HEADSET/760 HEADPHONE,23,,512061549,WSAV,16615452,43673,FO,F,CGK3T3ZZ,GMFTL,PK-GFO,B737-800,Garuda,TFO260780F2,GATL,AIRMAN 750 HEADSET/760 HEADPHONE,,,,,,,,,,,,,,,,,,512071716,GA05,TEST/REPAIR OF 23-50-06 HEADSET,512071716,,,,,16625836,W1,,,"47,50",Exclude,WSAV,64300-200,1432504,CAN NOT TRANSMITTE,,GROUND CABLE ON CIRCUIT BOARD BROKEN AND FOAM EAR CUSHION MISSING.,ODF,160.07
64300-200,1406-SJY05,30025945,AIRMAN 750 HEADSET/760 HEADPHONE,23,,,,16615508,43673,FO,F,CGK2T2ZZ,GMFTLB,PK-CLA,B737-800,Sriwijaya,CLA030658F1,GATL,,,,,,,,,,14492.11,14492.11,,10049,10049,,,,,512071777,GA05,,512071777,,,,,,,,,47,Exclude,WSAV,64300-200,1406-SJY05,BROKEN,,,,54
64300-200,0624-GA157,60000137,AIRMAN 750 HEADSET/760 HEADPHONE,23,,512066874,1000,16623294,43676,FO,F,CGK3T3ZZ,GMFTL,PK-GFO,B737-800,Garuda,TFO300799F2,GATL,AIRMAN 750 HEADSET/760 HEADPHONE,,,,,,,,,,,,,,,,,,512072017,GA05,TEST/REPAIR OF 23-50-06 HEADSET,512072017,,,,,16632605,W1,,,"47,50",Exclude,WSAV,64300-200,0624-GA157,BROKEN,,RX CABLE BROKEN AND SPEAKER HOUSING LOOSE,ODF,160.07
64300-200,1416667,60000140,AIRMAN 750 HEADSET/760 HEADPHONE,23,,6019258,1000,16623331,43676,DA,F,UPG1T1ZZ,GMFUPG,PK-CRH,B737-800,Sriwijaya,ZRH300724F1,GATL,NIL,ZRH300724F1,D2,NIL,,,,,,837.75,837.75,,263,263,,,,,512072200,GA05,TEST/REPAIR OF 23-50-06 HEADSET,512072200,,,,,16641534,W1,,,"47,50",Exclude,WSAV,64300-200,1416667,WORN OUT,,RECEIVER CABLE(RED-J5) BROKEN AND FOAM EAR CUSHION MISSING,RRC,160.07
64300-200,1617947,30014408,AIRMAN 750 HEADSET/760 HEADPHONE,23,,512065444,WSAV,16627888,43678,FO,F,CGK3T3ZZ,GMFTL,PK-GRR,CRJ1000,Garuda,TRR010820F1,GATL,AIRMAN 750 HEADSET/760 HEADPHONE,,,,,,,,,,,,,,,,,,512072079,GA05,TEST/REPAIR OF 23-50-06 HEADSET,512072079,,,,,16641533,W1,,,"47,50",Exclude,WSAV,64300-200,1617947,BROKEN,,RECEIVER CABLE(RED-J5) BROKEN,RRC,154.79
64300-200,18440926,30024585,AIRMAN 750 HEADSET/760 HEADPHONE,23,,460007434,26647      WENCOR WEST INC,16632950,43679,FO,F,CGK3T3ZZ,GMFTL,PK-GFV,B737-800,Garuda,TFV010829F2,GATL,AIRMAN 750 HEADSET/760 HEADPHONE,,,,,,,,,,,,,,,,,,512072337,GA05,TEST/REPAIR OF 23-50-06 HEADSET,512072337,,,,,16655419,W1,,,"47,50",Exclude,WSAV,64300-200,18440926,CAPT HEAD SET BROKEN,,GROUND CABLE BROKEN AND MISSING FOAM EAR CUSHION.,RRC,160.07
64300-200,1648006,30015113,AIRMAN 750 HEADSET/760 HEADPHONE,23,,450037535,"QB727      LEKI AVIATION PTE,LTD.",16636256,43680,FO,F,CGK3T3ZZ,GMFTL,PK-GFM,B737-800,Garuda,TFM030812F2,GATL,AIRMAN 750 HEADSET/760 HEADPHONE,,,,,,,,,,,,,,,,,,512072541,GA05,TEST/REPAIR OF 23-50-06 AIRMAN 750/760 R,512072541,,,,,16655476,W1,,,"47,50",Exclude,WSAV,64300-200,1648006,REPLACED. AIRMAN 750 HEADSET PK-GFM SN.6701 OFF.1648006 NO TRANSMIT,,TX CABLE BROKEN AND MISSING FOAM EAR CUSHION.,RRC,160.07
64300-200,1248807,30014877,AIRMAN 750 HEADSET/760 HEADPHONE,23,,512041197,WSAV,16646974,43683,FO,F,CGK3T3ZZ,GMFTL,PK-GMZ,B737-800,Garuda,TMZ060826F1,GATL,AIRMAN 750 HEADSET/760 HEADPHONE,,,,,,,,,,,,,,,,,,512072761,GA05,TEST/REPAIR OF 23-50-06 AIRMAN 750/760 R,512072761,,,,,16660529,W1,,,"47,50",Exclude,WSAV,64300-200,1248807,BOOM H/S F/O SIDE BROKEN PN IN : 64300-200:28856 SN IN : 18472002,,GROUND CABLE BROKEN AND EAR CUSHION MISSING,ODF,116.87
64300-200,1617381,30014407,AIRMAN 750 HEADSET/760 HEADPHONE,23,,512064640,WSAV,16647132,43683,FO,F,CGK3T3ZZ,GMFTL,PK-GMJ,B737-800,Garuda,TMJ060863F1,GATL,AIRMAN 750 HEADSET/760 HEADPHONE,,,,,,,,,,,,,,,,,,512072762,GA05,TEST/REPAIR OF 23-50-06 AIRMAN 750/760 R,512072762,,,,,16660562,W1,,,"47,50",Exclude,WSAV,64300-200,1617381,BOOM H//S OBSERVER SIDE BROKEN PN IN : 64300-200:28856 SN IN : 1729437,,SPEAKER HOUSING LOOSE AND EAR CUSHION MISSING,ODF,160.07
64300-200,1404-GA106,30017569,AIRMAN 750 HEADSET/760 HEADPHONE,23,,512024072,WSAV,16647575,43683,FO,F,BPN1T1ZZ,GMFBPN,PK-CKL,B737-300,Sriwijaya,ZKL060804F1,GATL,- MAINTENANCE,ZKL060804F1,D2,- MAINTENANCE,,,,,,,,,,,,,,,512073178,GA05,TEST/REPAIR OF 23-50-06 HEADSET,512073178,,,,,16677676,W1,,,"47,50",Exclude,WSAV,64300-200,1404-GA106,LOW SOUND,,TX CABLE BAD CONTACT AND EAR CUSHION MISSING,ODF,156.48
64300-200,0221-GA139,30022753,AIRMAN 750 HEADSET/760 HEADPHONE,23,,512057217,WSAV,16648940,43684,FO,F,CGK3T3ZZ,GMFTL,PK-GFX,B737-800,Garuda,TFX060846F2,GATL,AIRMAN 750 HEADSET/760 HEADPHONE,,,,,,,,,,,,,,,,,,512072760,GA05,TEST/REPAIR OF 23-50-06 AIRMAN 750/760 R,512072760,,,,,16660521,W1,,,"47,50",Exclude,WSAV,64300-200,0221-GA139,BROKEN IN SN 17090023 OFF SN 0221-GA139,,SPEAKER HOUSING LOOSE AND CUSHION MISSING,ODF,116.87
64300-200,1448557,60000432,AIRMAN 750 HEADSET/760 HEADPHONE,23,,512069908,WSAV,16653492,43684,DA,F,BPN1T1ZZ,GMFBPN,PK-CKL,B737-300,Sriwijaya,ZKL070812F1,GATL,MAINTENANCE,ZKL070812F1,D2,MAINTENANCE,,,,,,,,,,,,,,,512073176,GA05,TEST/REPAIR OF 23-50-06 HEADSET,512073176,,,,,16677869,W1,,,"47,50",Exclude,WSAV,64300-200,1448557,REPLACED COCKPIT HEADSET D/T BROKEN,,MIC CABLE BROKEN AND EAR CUSHION MISSING.,ODF,113.28
64300-200,1432-GA01,30016284,AIRMAN 750 HEADSET/760 HEADPHONE,23,,512065942,WSAV,16653610,43684,FO,F,CGK3T3ZZ,GMFTL,PK-GFD,B737-800,Garuda,TFD070866F1,GATL,AIRMAN 750 HEADSET/760 HEADPHONE,,,,,,,,,,,,,,,,,,512072586,GA05,,512072586,,,,,,,,,47,Exclude,WSAV,64300-200,1432-GA01,BOOM HEADSET OBSERVER BROKEN,,,,54
64300-200,1647860,30015103,AIRMAN 750 HEADSET/760 HEADPHONE,23,,512058950,WSAV,16653725,43684,FO,F,CGK3T3ZZ,GMFTL,PK-GFD,B737-800,Garuda,TFD070865F1,GATL,AIRMAN 750 HEADSET/760 HEADPHONE,,,,,,,,,,,,,,,,,,512072585,GA05,TEST/REPAIR OF 23-50-06 HEADSET,512072585,,,,,16668275,W1,,,"47,50",Exclude,WSAV,64300-200,1647860,HEADSET CAPT SIDE & OBSE SIDE BROKEN,,"RX CABLE BROKEN, FOAM EAR CUSHION MISSING AND SPEAKER HOUSING LOOSE",RRC,116.87
64300-200,1213656,30014674,AIRMAN 750 HEADSET/760 HEADPHONE,23,,585939,WSAV,16661453,43686,FO,F,GAH210ZZ,GMFTL,PK-GFP,B737-800,Garuda,TFP090856F1,GATL,OBSERVER HEADSET BROKEN,,,,,,,,,,,,,,,,,,512073092,GA05,TEST/REPAIR OF 23-50-06 HEADSET,512073092,,,,,16671877,W1,,,"47,50",Exclude,WSAV,64300-200,1213656,OBSERVER HEADSET BROKEN,,"RX HOUSING LOOSE, CABLE BROKEN AND FOAM EAR CUSHION MISSING",NFF,160.07
64300-200,1729537,30021578,AIRMAN 750 HEADSET/760 HEADPHONE,23,,512045844,WSAV,16662760,43687,FO,F,CGK3T3ZZ,GMFTL,PK-GMO,B737-800,Garuda,TMO1507O9F1,GATL,COMMUNICATION OBSERVER HEADSET WAS BROKEN,,,,,,,,,,,,,,,,,,512073096,GA05,TEST/REPAIR OF 23-50-06 HEADSET,512073096,,,,,16688538,W1,,,"47,50",Exclude,WSAV,64300-200,1729537,HEADSET WAS BROKEN,,RECEIVER CABLE (RED-J5)BROKEN AND MISSING FOAM EAR CUSHION.,RRC,95.27
64300-200,1325-GA51,30012896,AIRMAN 750 HEADSET/760 HEADPHONE,23,,512055856,WSAV,16664065,43687,FO,F,CGK3T3ZZ,GMFTL,PK-GMV,B737-800,Garuda,TMV090845F2,GATL,AIRMAN 750 HEADSET/760 HEADPHONE,,,,,,,,,,,,,,,,,,512073126,GA05,TEST/REPAIR OF 23-50-06 HEADSET,512073126,,,,,16671964,W1,,,"47,50",Exclude,WSAV,64300-200,1325-GA51,BOOM HEAD SET CAPTAIN SIDE BROKEN,,GROUND CABLE BROKEN AND FOAM EAR CUSHION MISSING,RRC,160.07
64300-200,GA479,30014649,AIRMAN 750 HEADSET/760 HEADPHONE,23,,512010526,WSAV,16664069,43687,FO,F,CGK3T3ZZ,GMFTL,PK-GMX,B737-800,Garuda,TMX100807F1,GATL,AIRMAN 750 HEADSET/760 HEADPHONE,,,,,,,,,,,,,,,,,,512073127,GA05,,512073127,,,,,,,,,47,Exclude,WSAV,64300-200,GA479,D/T BORKEN,,,,54
64300-200,1341-GA01,30014537,AIRMAN 750 HEADSET/760 HEADPHONE,23,,512036139,WSAV,16667229,43689,FO,F,CGK2T2ZZ,GMFTL,PK-CLT,B737-800,Sriwijaya,803127286,GA02,PK-CLT NEED SPARE EGPWC,16663792,D6,PK-CLT NEED SPARE EGPWC,,,,,,,,,,,,,,,512073266,GA05,,512073266,,,,,,,,,47,Exclude,WSAV,64300-200,1341-GA01,CAN NOT RECEIVE AND TRANSMITTE,,,,20.3
64300-200,17190714,30016734,AIRMAN 750 HEADSET/760 HEADPHONE,23,,460005343,26647      WENCOR WEST INC,16667639,43689,FO,F,CGK3T3ZZ,GMFTL,PK-GRI,CRJ1000,Garuda,TRI120809F1,GATL,AIRMAN 750 HEADSET/760 HEADPHONE,,,,,,,,,,,,,,,,,,512073269,GA05,,512073269,,,,,,,,,47,Exclude,WSAV,64300-200,17190714,D/T MIC BROKEN,,,,54
64300-200,17150791,30017004,AIRMAN 750 HEADSET/760 HEADPHONE,23,,512052635,WSAV,16668441,43689,FO,F,CGK3T3ZZ,GMFTL,PK-GFT,B737-800,Garuda,TFT120888F1,GATL,AIRMAN 750 HEADSET/760 HEADPHONE,,,,,,,,,,,,,,,,,,512073268,GA05,TEST/REPAIR OF 23-50-06 HEADSET,512073268,,,,,16677496,W1,,,"47,50",Exclude,WSAV,64300-200,17150791,BOOM HEADSET U/S,,SPEAKER HOUSING LOOSE AND EAR CUSHION MISSING,ODF,160.07
64300-200,18472418,30024635,AIRMAN 750 HEADSET/760 HEADPHONE,23,,460007434,26647      WENCOR WEST INC,16668443,43689,FO,F,CGK3T3ZZ,GMFTL,PK-GFT,B737-800,Garuda,TFT120889F1,GATL,AIRMAN 750 HEADSET/760 HEADPHONE,,,,,,,,,,,,,,,,,,512073267,GA05,TEST/REPAIR OF 23-50-06 HEADSET,512073267,,,,,16677389,W1,,,"47,50",Exclude,WSAV,64300-200,18472418,BOOM HEADSET U/S,,SPEAKER HOUSING LOOSE AND EAR CUSHION MISSING,ODF,160.07
64300-200,1432422,30014991,AIRMAN 750 HEADSET/760 HEADPHONE,23,,512061469,WSAV,16669838,43690,FO,F,CGK3T3ZZ,GMFTL,PK-GRN,CRJ1000,Garuda,TRN130897F2,GATL,AIRMAN 750 HEADSET/760 HEADPHONE,,,,,,,,,,,,,,,,,,512073463,GA05,TEST/REPAIR OF 23-50-06 HEADSET,512073463,,,,,16677531,W1,,,"47,50",Exclude,WSAV,64300-200,1432422,H/S OBS BROKEN,,SPEAKER HOUSING LOOSE AND EAR CUSHION MISSING,ODF,116.87
64300-200,1647-GA126,30021580,AIRMAN 750 HEADSET/760 HEADPHONE,23,,512066227,WSAV,16673962,43691,FO,F,CGK3T3ZZ,GMFTL,PK-GFO,B737-800,Garuda,TFO140835F1,GATL,AIRMAN 750 HEADSET/760 HEADPHONE,,,,,,,,,,,,,,,,,,512073567,GA05,TEST/REPAIR OF 23-50-06 HEADSET,512073567,,,,,16680838,W1,,,"47,50",Exclude,WSAV,64300-200,1647-GA126,FO HEADSET BOOM MIKE JACK BROKEN,NO FAULT FOUND,NO FAULT FOUND.,NFF,68.39
64300-200,1339060,30026108,AIRMAN 750 HEADSET/760 HEADPHONE,23,,,,16674110,43691,WR,F,UPG1T1ZZ,GMFUPG,PK-CMW,B737-800,Sriwijaya,ZMW110830F1,GATL,NIL,ZMW110830F1,D2,NIL,,,,,,11666.05,11666.05,,11357,11357,,,,,512073686,GA05,TEST/REPAIR OF 23-50-06 HEADSET,512073686,,,,,16691526,W1,,,"47,50",Exclude,WSAV,64300-200,1339060,BROKEN,,GROUND CABLE BROKEN & FOAM EAR CUSHION MISSING,RRC,160.07
64300-200,17290477,30017119,AIRMAN 750 HEADSET/760 HEADPHONE,23,,512068451,WSAV,16674294,43691,DA,F,CGK2T2ZZ,GMFTF,PK-CLA,B737-800,Sriwijaya,802912059,GA02,SIMULASI PK-CLA,,,,,,,,,105.1,105.1,,95,95,Y,,,,512073568,GA05,TEST/REPAIR OF 23-50-06 HEADSET,512073568,,,,,16680833,W1,,,"47,50",Exclude,WSAV,64300-200,17290477,BROKEN,,"RX CABLE BROKEN,HOUSING LOOSE AND FOAM EAR CUSHION MISSING.",ODF,160.07
64300-200,1003482,30016215,AIRMAN 750 HEADSET/760 HEADPHONE,23,,512001720,WSAV,16675647,43691,FO,F,CGK3T3ZZ,GMFTL,PK-GMD,B737-800,Garuda,TMR140866F1,GATL,MAINT. AIRMAN 750 HEADSET/760 HEADPHONE,,,,,,,,,,,,,,,,,,512073566,GA05,TEST/REPAIR OF 23-50-06 HEADSET,512073566,,,,,16680748,W1,,,"47,50",Exclude,WSAV,64300-200,1003482,D/T BROKEN,,TX CABLE BROKEN AND FOAM EAR CUSHION MISSING.,ODF,160.07
